Post Caption,Sentiment Polarity,Hashtags? (Y/N),Mentions? (Y/N),Hashtags List,Mentions List,Time of Day of Post,Day of Week,Date of Post,Video? (Y/N),Dimensions,Likes,Comments,Engagement Rate (%)
"It's the season of giving. For Quick Quack's 12 Days of Giving, we're collecting and matching donations at all of our locations. Help us give back to our community, and support causes providing food, clothing, toys, and more to underprivileged children and families.",0.27777777777777773,N,N,,,07:01:48,Thursday,2021-12-02,N,999x999,64,2,6600.0
"~~~12 Days of GIVING~~~ On the sixth day of giving my customer gave to the me...
4 non-perishable foods
2 Coats
2 Unwrapped toys

https://www.dontdrivedirty.com/2017/11/28/12-days-giving/",0.0,N,N,,,09:50:06,Thursday,2017-12-07,N,550x687,19,0,1900.0
"Does anyone miss the warmer days? Quick Quack is here to wash the rain, snow and bad weather away.",-0.18333333333333326,N,N,,,07:30:40,Wednesday,2021-02-03,N,1080x1080,142,1,14300.0
"We have received so many nominations for Teacher Appreciation Week and have read the stories of all the amazing teachers in your lives. Thank you for sharing and reminding us why teachers rock! It wasn't easy to select our winners. We want to thank all the teachers out there for stepping up everyday, especially during these difficult times.
Congratulations to
Dr. Reyes, Professor of Nursing at West Texas A&M
Ms. Carreon, Math Teacher at  Cloverdale Elementary in Moreno Valley, CA
Coach Skip, Coach at Wesfield High School in Houston, TX
Ms. Bloswick, Specialist Resource Teacher at Moss Elementary in Salt Lake City, UT
Ms. Augsburger, Elementary School Teacher at Galvan Elementary in Corpus Christi, TX
Coach Estrin, Student Athlete Coach at the College of the Desert in Palm Desert, CA
Mr. Reynolds, Teacher and Coach at Ellicott High School in Colorado Springs, CO
Mr. Holliday, Special Education Teacher at Oakmont High School in Roseville, CA
Mrs. Kelly, Elementary School Teacher at Lookout Mountain Elementary in Phoenix, AZ
Ms. Ruiz, Elementary School Teacher at Southgate Elementary in Hayward, CA
#QQTeacheroftheYear #TeacherAppreciation",0.23447089947089944,Y,N,"QQTeacheroftheYear, TeacherAppreciation",,15:54:39,Friday,2020-05-08,N,1080x793,39,1,4000.0
"Are you looking to gain better control of your Unlimited Wash Membership?

Download the myQQ app and enjoy an easy mobile experience -- with benefits like changing your wash package, expanding your search to find local Quick Quacks and receiving exclusive notifications and offers.

Membership made easy with myQQ. Head over to our stories for more information on myQQ.",0.3375,N,N,,,20:49:11,Tuesday,2024-02-27,N,1080x1080,3,12,1500.0
"Our Colorado Springs location is enjoying a pizza holiday dinner thanks to another awesome customer, she said she did this because she appreciates everything we do. #grateful #bestcustomers #seasonofgiving",0.5666666666666667,Y,N,"grateful, bestcustomers, seasonofgiving",,13:21:21,Thursday,2015-12-17,N,1080x1080,2,0,200.0
We want to celebrate you on your birthday! Sign up for a FREE Birthday Car Wash here... http://ow.ly/US8y302TucN,0.4,N,N,,,08:02:47,Monday,2016-08-22,N,320x401,2,0,200.0
Happy National Candy Corn Day! Quackals loves the candy corn colors.,1.0,N,N,,,11:23:42,Sunday,2016-10-30,N,832x1000,7,0,700.0
QUACKALS! What’s yours?🐥,0.0,N,N,,,18:55:16,Wednesday,2024-06-12,N,1350x1687,104,37,14100.0
"🔊🚨 SOUND ON 🚨🔊 One thing you should all know about Quackals...he loves to shake his tail feather! 🤣
•
•
•
#QuickQuackCarWash #DontDriveDirty #FastCleanLovedEverywhere #CarWash #Car #Quackals #Duck #Wash #Dance #SoundOn",0.5,Y,N,"QuickQuackCarWash, DontDriveDirty, FastCleanLovedEverywhere, CarWash, Car, Quackals, Duck, Wash, Dance, SoundOn",,13:56:50,Tuesday,2019-06-11,Y,720x720,81,9,9000.0
"We are starting Cyber Weekend early! Get 25% off gift car and/or wash card purchases Nov. 23-28th. Online Only!

http://ow.ly/dgNX306rcFl",0.041666666666666664,N,N,,,09:55:06,Wednesday,2016-11-23,N,1080x720,3,0,300.0
"I just like to be everywhere 🤭

#Quackals #DontDriveDirty #QuickQuackCarWash #CarWashUtah #CarWashArizona #CarWashColorado #CarWashCalifornia #CarWashTexas",0.0,Y,N,"Quackals, DontDriveDirty, QuickQuackCarWash, CarWashUtah, CarWashArizona, CarWashColorado, CarWashCalifornia, CarWashTexas",,15:41:23,Friday,2024-08-02,N,612x612,129,9,13800.0
Happy First Day of Fall! 🍁,0.55625,N,N,,,09:07:03,Monday,2019-09-23,N,1080x1080,67,2,6900.0
Mondays can be scary... good thing Halloween is coming soon. 👀👻,0.09999999999999998,N,N,,,08:01:42,Monday,2021-09-27,N,1440x1440,146,10,15600.0
"Thanks for the review Bryan! Keep up the great work Young Dudes!

#BehindTheQuack",0.39166666666666666,Y,N,BehindTheQuack,,14:03:05,Saturday,2016-10-22,N,320x318,4,0,400.0
"Make sure you get your vote in for the Most Courteous Person contest! There are only 2 more days to vote. 
http://ow.ly/g0hf304AbqN",0.45,N,N,,,13:01:01,Monday,2016-09-26,N,960x960,1,0,100.0
"Springs Rescue Mission (@springsrescuemission) is currently working to prevent the spread of Covid-19 among the homeless population in Colorado Springs. They are providing shelter and showers, and distributing PPE, hand sanitizer and disinfecting products, to homeless men and women. During our 12 Days of Giving, we will be accepting direct donations for Springs Rescue Mission, you may also donate non-perishable foods, clothing (including coats and backpacks) and hygiene products at any of our locations in Colorado Springs. #QQCares #12DaysofGiving",0.05,Y,N,"QQCares, 12DaysofGiving",,07:30:36,Tuesday,2020-12-08,N,1080x1080,29,0,2900.0
"Thanks for the great review, David!

Tell us how we are doing by leaving a review on Facebook, Yelp or Google!

#BehindTheQuack",0.6,Y,N,BehindTheQuack,,12:30:43,Saturday,2017-09-09,N,402x230,10,1,1100.0
"Did you know that your team or group can sell wash cards and earn money? Yep! 20% of what your group sells, the organization gets to keep.
˙
Ask the store leader at your local Quick Quack for more information.
˙
http://qoo.ly/vv32a",0.27777777777777773,N,N,,,12:43:01,Tuesday,2019-03-05,N,1080x1108,41,0,4100.0
#quickquackcarwash #no1fan #dontdrivedirty,0.0,Y,N,"quickquackcarwash, no1fan, dontdrivedirty",,19:19:55,Monday,2018-07-16,Y,720x899,31,1,3200.0
"Keep the nominations for Most Courteous coming! Spread the word so your friends can make nominations too. 
http://ow.ly/HjGg303ZovE",0.625,N,N,,,09:33:06,Thursday,2016-09-08,N,960x960,6,0,600.0
"Who is Quackals? Writing Contest...Grand Prize is $1,000 
http://ow.ly/M1KG305nmcC",0.0,N,N,,,16:41:37,Thursday,2016-10-20,N,1000x1092,9,1,1000.0
"No comment. Just love for Quackals!

#Quackals #DontDriveDirty #QuickQuackCarWash",0.625,Y,N,"Quackals, DontDriveDirty, QuickQuackCarWash",,11:28:28,Thursday,2024-08-08,Y,1080x1920,83,10,9300.0
#AutoFactFriday The Ferrari Formula 1 team is unique in the fact that it produces both chassis and engines for its cars.,0.375,Y,N,AutoFactFriday,,14:54:26,Friday,2016-02-12,N,1080x809,2,0,200.0
One of our goals is to have conveniently located Quick Quack Car Washes everywhere. We are well on the way and have opened 3 new locations this month so far. Keep your eyes open for one in your area soon!,0.14242424242424243,N,N,,,13:51:53,Wednesday,2017-07-26,N,1080x1080,55,2,5700.0
Quackals out at Rancho Cordova Little League Opening Day! #PlayBall #RCLL,-0.234375,Y,N,"PlayBall, RCLL",,11:30:20,Saturday,2015-03-14,N,640x640,8,0,800.0
Quackals is enjoying Country in the Park tonight! #countryinthepark #dontdrivedirty,0.625,Y,N,"countryinthepark, dontdrivedirty",,18:51:05,Friday,2016-06-03,N,918x918,8,0,800.0
"Our Spring cleaning is well on it's way! 
#DontDriveDirty",0.0,Y,N,DontDriveDirty,,07:35:05,Saturday,2018-04-07,N,1080x1090,24,1,2500.0
"PINK 👏 OUT 👏 THE 👏 WASH! There's only a few days left to donate to the National Breast Cancer Foundation (@nbcf). Wash your car and wash out cancer by visiting any Quick Quack, and making a donation towards breast cancer prevention. #ToGetHerHope #QQCares #breastcancerawareness",0.0016666666666666607,Y,N,"ToGetHerHope, QQCares, breastcancerawareness",,14:00:17,Tuesday,2020-10-27,N,1080x936,100,3,10300.0
Today is the big game! Which team are you rooting for? Guess the score to win some free Quick Quack swag!,0.22333333333333333,N,N,,,08:37:04,Sunday,2020-02-02,N,1080x1079,47,10,5700.0
"Halloween can be messy!

Don't be scared! Quick Quack has your back!

#DontDriveDirty",0.006944444444444438,Y,N,DontDriveDirty,,13:50:25,Sunday,2017-10-15,N,831x831,19,0,1900.0
It’s only 107* in Phoenix. Perfect for a Preview Fundraiser benefiting a local teacher fighting cancer. #quickquackcarwash #dontdrivedirty #qqcares,0.3333333333333333,Y,N,"quickquackcarwash, dontdrivedirty, qqcares",,16:20:01,Monday,2019-07-01,N,612x612,56,0,5600.0
#Free vacuums are very popular after the big shopping weekend! #dontdrivedirty #quickquack,0.39333333333333337,Y,N,"Free, dontdrivedirty, quickquack",,16:45:40,Monday,2015-11-30,N,1080x1080,3,0,300.0
So nice and clean! #nobetterfeeling #dontdrivedirty #quickquack,0.5291666666666667,Y,N,"nobetterfeeling, dontdrivedirty, quickquack",,19:56:30,Thursday,2015-08-13,N,720x720,1,0,100.0
"Are you the kind of person who sees a little rain and thinks, ""Well, that’s basically a free car wash!""? 🌧️

👀 Well we have some news for you! 

Visit the link in our bio to learn more! 🔗

#DonDriveDirty #CarWashTips #TipsCleanCar #CarWash #QuickQuack",0.415625,Y,N,"DonDriveDirty, CarWashTips, TipsCleanCar, CarWash, QuickQuack",,08:07:57,Monday,2024-10-14,N,612x612,92,8,10000.0
#quickquack proudly sponsors the NY METS in the Rancho Cordova Little League!!,0.253515625,Y,N,quickquack,,13:10:24,Tuesday,2013-03-12,N,612x612,3,0,300.0
"Want to win a $25 Gift Card for you and a friend? 
1) Like our main fb page - http://ow.ly/R0Qb309Ge4w 
2) Tell us why you are lucky in the comment section
3) Share the fb post with a friend (If you are chosen, your friend will win too.) more info: http://ow.ly/TShi309GdTI",0.52,N,N,,,11:34:52,Tuesday,2017-03-07,N,1000x658,16,1,1700.0
Happy Labor Day!!! Thank you to all of our employees. We appreciate you so much!,0.625,N,N,,,17:05:00,Monday,2016-09-05,N,600x750,7,0,700.0
"Get The Best Shine In Town with a Ceramic Duck wash. ✨

Boost your car’s radiance and protect your exterior against the outside elements. Our ceramic coating keeps your vehicle clean, ensuring it stays spotless and shines longer. Before Ceramic Duck you might run into:

🔻Unprotected paint.
🔻Lackluster shine.
🔻Dirt and grime film on the paint. 

And After Ceramic Duck you’ll notice:
🫧 Unparalleled Protection from dirt, grime, snow, pollen and UV rays. 
✨ Deeper shine. 
🌟 Smoother finish. 

Experience✨ The Best Shine In Town✨ when you try Ceramic Duck.",0.5916666666666667,N,N,,,16:45:00,Tuesday,2024-02-20,Y,1080x1920,3,36,3900.0
"I bet you wish your duck was hot like me 🦆

#Quackals #DontDriveDirty #QuickQuackCarWash #QuickQuack",0.25,Y,N,"Quackals, DontDriveDirty, QuickQuackCarWash, QuickQuack",,07:03:55,Thursday,2024-08-01,N,1080x1350,48,4,5200.0
Nothing better than a #duckbath #quickquack #dontdrivedirty,0.5,Y,N,"duckbath, quickquack, dontdrivedirty",,15:31:22,Sunday,2016-03-20,N,1080x1080,2,0,200.0
"LAST DAY for our Valentine's Day Special, $14 for the first month of any Unlimited Membership your first month! Stop by any Quick Quack location to sign up!",0.26726190476190476,N,N,,,08:00:15,Saturday,2020-02-15,N,1080x1079,26,0,2600.0
Quackals has grown so much! We are so proud! #tbt #dontdrivedirty #love #,0.5833333333333334,Y,N,"tbt, dontdrivedirty, love, ",,14:30:54,Thursday,2016-06-02,N,1080x1080,7,1,800.0
"PINK OUT the wash with us for Breast Cancer Awareness Month! 💕

We're accepting donations all month long to support breast cancer research.* Check with your local Quick Quack Car Wash to see how you can help us wash out cancer! *At participating Quick Quack Car Wash locations. 
#BreastCancerAwarenessMonth #PinkOut #WashOutCancer",0.11499999999999999,Y,N,"BreastCancerAwarenessMonth, PinkOut, WashOutCancer",,15:00:06,Wednesday,2019-10-16,N,1080x1080,44,0,4400.0
Happy Birthday Brad! Thanks for being born so that we can have CAKE! #loveouremployees #bestbirthdaywishes,0.625,Y,N,"loveouremployees, bestbirthdaywishes",,14:55:01,Tuesday,2015-06-09,N,640x640,4,0,400.0
Happy Father's Day to all the wonderful dads out there!,0.9,N,N,,,07:16:02,Sunday,2019-06-16,N,1080x1080,34,0,3400.0
"Check out Quacakals' moves. He went viral this week! 
http://qoo.ly/pfyw9",0.0,N,N,,,10:44:48,Thursday,2018-05-17,N,612x619,23,1,2400.0
"What are your fall plans? Whether you're going apple picking or visiting the pumpkin patch, you can expect your car to get dirty. Stop by Quick Quack to get the road grime, bugs, and all the other messes off your car. #dontdrivedirty",-0.13055555555555556,Y,N,dontdrivedirty,,08:01:42,Tuesday,2021-09-28,N,1080x1080,26,0,2600.0
"Thanksgiving is next week! We're so grateful for our amazing customers, and our awesome team! What are you thankful for this season? 🍂🍁🦆",0.5333333333333333,N,N,,,11:06:34,Sunday,2019-11-24,N,1080x1080,49,5,5400.0
"In 2022, we opened 30+ Quick Quacks, and we plan on opening more in 2023. 

Which Quick Quack have we opened in your area where you're a frequent visitor?

Let us know down below. 👇",0.22222222222222224,N,N,,,16:02:24,Wednesday,2023-01-25,N,612x612,138,24,16200.0
Rolling back from your summer adventures in a messy car? No problem. The solution? Quick Quack Car Wash and free vacuums. #dontdrivedirty,0.13333333333333333,Y,N,dontdrivedirty,,07:53:41,Friday,2021-08-06,Y,720x1280,31,6,3700.0
"Thanks for the amazing review Joshua! 
#BehindTheQuack",0.4750000000000001,Y,N,BehindTheQuack,,12:58:25,Saturday,2017-02-18,N,360x360,13,0,1300.0
"Stop by your Favorite #quickquack and help raise money for MDA, fighting muscle disease!",0.625,Y,N,quickquack,,18:09:09,Wednesday,2015-02-18,N,640x640,3,0,300.0
"Our Summertime Savings Event is in full effect. From now until July 5, try any of our washes for 40% off. Which is your go-to wash?",0.35,N,N,,,05:01:35,Tuesday,2022-06-28,N,1080x1080,50,2,5200.0
"🌍Clean Car. Clean Planet! 🌎
˙
Quick Quack uses a fraction of the water used at home or other car washes. Our Green & Clean Water System conserves and recycles the water used in the car washing process, using as little as 20-25 gallons per car!
˙
Come by for a car wash and join us in making our water and environment cleaner and safer.
˙
#DontDriveDirty #EarthDay",0.09982638888888891,Y,N,"DontDriveDirty, EarthDay",,13:00:26,Monday,2019-04-22,N,1080x1081,32,4,3600.0
"We're have officially changed to our winter hours 7am-7pm. 
#DontDriveDirty",0.0,Y,N,DontDriveDirty,,14:21:47,Sunday,2016-11-06,N,960x960,9,0,900.0
"Come visit us today to wash away your Monday Blues!
˙
Go to www.dontdrivedirty.com to find a location nearest you.
˙
#DontDriveDirty #FastCleanLovedEverywhere #Smile",0.3,Y,N,"DontDriveDirty, FastCleanLovedEverywhere, Smile",,17:32:14,Monday,2018-09-24,N,1080x911,33,0,3300.0
Quackals is such a ladies man! #cityoftrees #dontdrivedirty #cake #ofmonstersandmen #quickquack,0.0,Y,N,"cityoftrees, dontdrivedirty, cake, ofmonstersandmen, quickquack",,09:26:23,Sunday,2015-08-16,N,1080x1080,11,1,1200.0
"#HappyHolidays from all of us at Quick Quack! May your day be filled with family, friends, and laughter.",0.4083333333333333,Y,N,HappyHolidays,,10:31:35,Friday,2015-12-25,N,1080x675,3,0,300.0
"We will offer FREE washes for Veterans Day! 🇺🇸We will be giving our best wash free to all Veterans & Active Duty on Monday, Nov 11th. as a small token of our appreciation.",0.30333333333333334,N,N,,,09:32:02,Thursday,2019-11-07,N,1080x1079,52,5,5700.0
"We’re excited to announce that Quick Quack Car Wash has joined the @thebeepartner program! 🐝💧
 
At Quick Quack, we believe in going beyond a fun, fast, and clean car wash. By adopting a local beehive, we’re taking steps toward a cleaner, greener future. Our hive will support Utah’s biodiversity, boost pollination, and help sustain the local bee population—all while producing fresh, local honey. 🍯 🌸
 
#QuickQuackCares #BeePartner #CleanerGreenerFuture #quickquackcarwash",0.20833333333333331,Y,Y,"QuickQuackCares, BeePartner, CleanerGreenerFuture, quickquackcarwash",thebeepartner,10:20:12,Tuesday,2024-09-17,Y,1080x1920,70,14,8400.0
"#tbt to one of our Grand Opening adventures. We work hard and play hard together! 
#BehindTheQuack",-0.05208333333333335,Y,N,"tbt, BehindTheQuack",,08:23:17,Thursday,2017-03-02,N,960x960,29,0,2900.0
